site_id,road,direction,site_name,date,kfz_h_p10,kfz_h_p50,kfz_h_p90,sv_h_pred,v_kfz_pred,interval_width,relative_interval_width,原因
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-19,19806,22499,25742,5498,109.9,5935,0.336154,Historical Traffic Baseline: 86.5%；Date and Time Pattern: 3.7%；Road Segment and Detector Attributes: 3.6%；Holiday Effect: 2.8%；Weather and Temperature: 1.6%；Construction Impact: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-20,21163,24183,27668,4867,110.5,6505,0.314438,Historical Traffic Baseline: 86.9%；Holiday Effect: 3.2%；Road Segment and Detector Attributes: 2.8%；Date and Time Pattern: 2.7%；Weather and Temperature: 2.1%；Construction Impact: 1.9%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-21,15303,17928,21453,2473,110.7,6150,0.383958,Historical Traffic Baseline: 65.6%；Date and Time Pattern: 18.5%；Holiday Effect: 6.4%；Road Segment and Detector Attributes: 4.3%；Weather and Temperature: 2.6%；Construction Impact: 2.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-22,14441,16967,20065,890,116.5,5624,0.491166,Historical Traffic Baseline: 69.4%；Date and Time Pattern: 17.4%；Holiday Effect: 6.8%；Road Segment and Detector Attributes: 2.5%；Construction Impact: 2.3%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-23,16559,18521,20709,4021,112.0,4150,0.332436,Historical Traffic Baseline: 78.5%；Date and Time Pattern: 7.7%；Holiday Effect: 7.7%；Road Segment and Detector Attributes: 2.7%；Construction Impact: 1.5%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-24,17028,18999,21071,4884,110.2,4044,0.305274,Historical Traffic Baseline: 82.0%；Date and Time Pattern: 6.0%；Holiday Effect: 5.7%；Road Segment and Detector Attributes: 3.2%；Weather and Temperature: 1.4%；Construction Impact: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-25,18292,20575,22931,5211,109.1,4639,0.307829,Historical Traffic Baseline: 85.0%；Date and Time Pattern: 4.4%；Road Segment and Detector Attributes: 4.2%；Holiday Effect: 3.0%；Construction Impact: 1.6%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-26,20174,22896,25906,5510,108.7,5732,0.317536,Historical Traffic Baseline: 86.8%；Date and Time Pattern: 4.3%；Holiday Effect: 3.5%；Road Segment and Detector Attributes: 2.2%；Weather and Temperature: 1.4%；Construction Impact: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-27,21809,24958,28506,4936,109.7,6697,0.313034,Historical Traffic Baseline: 87.2%；Holiday Effect: 3.2%；Date and Time Pattern: 2.9%；Construction Impact: 2.2%；Road Segment and Detector Attributes: 2.2%；Weather and Temperature: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-28,15681,18337,21881,2478,113.1,6200,0.383882,Historical Traffic Baseline: 66.5%；Date and Time Pattern: 18.3%；Holiday Effect: 7.2%；Road Segment and Detector Attributes: 2.8%；Construction Impact: 2.4%；Weather and Temperature: 1.9%；Special Events: 1.0%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-29,14517,17112,20371,913,116.1,5855,0.466704,Historical Traffic Baseline: 69.3%；Date and Time Pattern: 16.3%；Holiday Effect: 7.6%；Construction Impact: 2.5%；Road Segment and Detector Attributes: 2.1%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-11-30,16652,18609,20850,4050,110.5,4198,0.328705,Historical Traffic Baseline: 78.3%；Date and Time Pattern: 7.9%；Holiday Effect: 7.6%；Road Segment and Detector Attributes: 2.8%；Construction Impact: 1.7%；Weather and Temperature: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-01,17626,19821,22421,5024,108.8,4795,0.337783,Historical Traffic Baseline: 83.1%；Holiday Effect: 5.3%；Date and Time Pattern: 5.2%；Road Segment and Detector Attributes: 3.1%；Construction Impact: 1.6%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-02,19037,21633,24497,5346,108.2,5460,0.337355,Historical Traffic Baseline: 84.8%；Road Segment and Detector Attributes: 4.3%；Date and Time Pattern: 4.0%；Holiday Effect: 3.3%；Construction Impact: 1.7%；Weather and Temperature: 1.5%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-03,21197,24318,28030,5660,109.5,6833,0.36404,Historical Traffic Baseline: 85.7%；Date and Time Pattern: 4.6%；Holiday Effect: 4.5%；Road Segment and Detector Attributes: 1.8%；Construction Impact: 1.5%；Weather and Temperature: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-04,23063,26833,31631,5124,108.6,8567,0.388135,Historical Traffic Baseline: 84.8%；Holiday Effect: 4.3%；Date and Time Pattern: 3.9%；Construction Impact: 2.2%；Road Segment and Detector Attributes: 2.1%；Weather and Temperature: 1.4%；Special Events: 1.2%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-05,16901,20692,25484,2698,111.8,8583,0.500731,Historical Traffic Baseline: 71.6%；Date and Time Pattern: 13.9%；Holiday Effect: 5.8%；Construction Impact: 2.6%；Road Segment and Detector Attributes: 2.5%；Weather and Temperature: 2.2%；Special Events: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-06,15798,18846,22953,1045,115.6,7155,0.510747,Historical Traffic Baseline: 71.6%；Date and Time Pattern: 13.9%；Holiday Effect: 6.6%；Road Segment and Detector Attributes: 3.0%；Construction Impact: 2.5%；Weather and Temperature: 1.6%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-07,17385,19855,22910,4233,108.9,5525,0.369283,Historical Traffic Baseline: 81.0%；Date and Time Pattern: 6.4%；Holiday Effect: 6.1%；Road Segment and Detector Attributes: 3.1%；Weather and Temperature: 1.6%；Construction Impact: 1.5%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-08,16645,20014,23772,2910,111.3,7127,0.490151,Historical Traffic Baseline: 87.0%；Holiday Effect: 3.7%；Road Segment and Detector Attributes: 2.7%；Date and Time Pattern: 2.6%；Weather and Temperature: 1.9%；Construction Impact: 1.5%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-09,19186,21988,25262,5440,107.4,6076,0.376814,Historical Traffic Baseline: 85.0%；Date and Time Pattern: 4.1%；Road Segment and Detector Attributes: 3.9%；Holiday Effect: 3.5%；Weather and Temperature: 1.6%；Construction Impact: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-10,21495,24654,28307,5769,106.9,6811,0.358915,Historical Traffic Baseline: 85.8%；Date and Time Pattern: 5.8%；Holiday Effect: 3.9%；Road Segment and Detector Attributes: 1.5%；Construction Impact: 1.3%；Weather and Temperature: 1.2%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-11,23766,27497,31992,5249,108.1,8226,0.371077,Historical Traffic Baseline: 84.1%；Date and Time Pattern: 7.0%；Holiday Effect: 3.4%；Road Segment and Detector Attributes: 2.0%；Construction Impact: 1.4%；Weather and Temperature: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-12,18347,22469,27295,2834,111.1,8948,0.491014,Historical Traffic Baseline: 78.6%；Date and Time Pattern: 7.2%；Holiday Effect: 5.2%；Road Segment and Detector Attributes: 3.4%；Weather and Temperature: 2.9%；Construction Impact: 1.6%；Special Events: 1.0%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-13,16657,19624,23847,979,116.5,7190,0.499084,Historical Traffic Baseline: 74.4%；Date and Time Pattern: 9.3%；Holiday Effect: 7.1%；Road Segment and Detector Attributes: 5.8%；Construction Impact: 1.5%；Weather and Temperature: 1.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-14,18269,20606,23960,4222,110.3,5691,0.392003,Historical Traffic Baseline: 82.0%；Holiday Effect: 7.3%；Date and Time Pattern: 4.3%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 1.4%；Construction Impact: 1.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-15,18840,21388,24906,5010,110.0,6066,0.382701,Historical Traffic Baseline: 84.6%；Date and Time Pattern: 5.6%；Holiday Effect: 4.9%；Road Segment and Detector Attributes: 2.3%；Weather and Temperature: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-16,21025,24418,28765,5388,109.9,7740,0.416425,Historical Traffic Baseline: 75.1%；Date and Time Pattern: 11.0%；Holiday Effect: 6.2%；Road Segment and Detector Attributes: 5.0%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-17,23950,28058,33092,5771,110.9,9142,0.426231,Historical Traffic Baseline: 73.7%；Date and Time Pattern: 13.2%；Holiday Effect: 6.0%；Road Segment and Detector Attributes: 3.5%；Weather and Temperature: 1.7%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-18,26962,32220,38972,4835,110.1,12010,0.47298,Historical Traffic Baseline: 70.2%；Date and Time Pattern: 15.2%；Holiday Effect: 7.2%；Road Segment and Detector Attributes: 2.9%；Weather and Temperature: 2.0%；Construction Impact: 1.3%；Special Events: 1.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-19,23381,29236,37519,2515,113.3,14138,0.606143,Historical Traffic Baseline: 69.8%；Date and Time Pattern: 13.8%；Holiday Effect: 5.4%；Road Segment and Detector Attributes: 4.8%；Weather and Temperature: 2.4%；Construction Impact: 2.3%；Special Events: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-20,18316,22196,28079,807,118.2,9763,0.570698,Historical Traffic Baseline: 82.7%；Date and Time Pattern: 7.0%；Road Segment and Detector Attributes: 2.5%；Construction Impact: 2.1%；Weather and Temperature: 2.0%；Holiday Effect: 1.9%；Special Events: 1.8%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-21,20029,23099,27201,3814,111.9,7172,0.413102,Historical Traffic Baseline: 75.4%；Date and Time Pattern: 9.0%；Holiday Effect: 6.3%；Road Segment and Detector Attributes: 5.3%；Construction Impact: 1.5%；Weather and Temperature: 1.3%；Special Events: 1.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-22,20278,23651,28287,4343,109.4,8009,0.427436,Historical Traffic Baseline: 69.1%；Date and Time Pattern: 10.9%；Holiday Effect: 8.4%；Road Segment and Detector Attributes: 7.5%；Weather and Temperature: 1.6%；Construction Impact: 1.4%；Special Events: 1.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-23,23888,29865,37395,4181,108.0,13506,0.563175,Historical Traffic Baseline: 47.6%；Holiday Effect: 16.4%；Road Segment and Detector Attributes: 16.2%；Date and Time Pattern: 14.7%；Special Events: 3.0%；Weather and Temperature: 1.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-24,17987,23750,30922,2219,109.8,12935,0.63336,Historical Traffic Baseline: 57.5%；Road Segment and Detector Attributes: 15.4%；Date and Time Pattern: 12.5%；Holiday Effect: 8.1%；Weather and Temperature: 3.3%；Special Events: 2.6%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-25,18790,26500,36684,841,113.7,17894,0.898515,Historical Traffic Baseline: 70.6%；Date and Time Pattern: 9.8%；Holiday Effect: 6.4%；Road Segment and Detector Attributes: 5.7%；Weather and Temperature: 3.3%；Special Events: 3.0%；Construction Impact: 1.3%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-26,20565,27523,35518,831,117.4,14953,0.685247,Historical Traffic Baseline: 68.8%；Date and Time Pattern: 11.3%；Holiday Effect: 7.2%；Road Segment and Detector Attributes: 5.4%；Special Events: 3.6%；Weather and Temperature: 2.9%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-27,17605,21637,27205,649,117.8,9600,0.549473,Historical Traffic Baseline: 68.3%；Weather and Temperature: 9.4%；Road Segment and Detector Attributes: 9.3%；Date and Time Pattern: 5.9%；Holiday Effect: 4.5%；Construction Impact: 2.1%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-28,19296,23284,27452,2023,113.7,8157,0.383832,Historical Traffic Baseline: 74.3%；Road Segment and Detector Attributes: 9.3%；Holiday Effect: 7.2%；Date and Time Pattern: 6.5%；Weather and Temperature: 1.8%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-29,17377,21736,26383,2186,112.7,9006,0.466281,Historical Traffic Baseline: 73.5%；Road Segment and Detector Attributes: 8.1%；Holiday Effect: 6.7%；Date and Time Pattern: 6.1%；Weather and Temperature: 4.9%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-30,18036,22788,28290,2219,111.9,10255,0.542029,Historical Traffic Baseline: 74.6%；Date and Time Pattern: 6.6%；Holiday Effect: 6.2%；Weather and Temperature: 5.9%；Road Segment and Detector Attributes: 5.4%
A8_Sbg_MQQ213_Sbg_H,A8,Sbg,MQQ213_Sbg_H,2026-12-31,16220,19872,25794,1548,112.3,9575,0.649431,Historical Traffic Baseline: 58.6%；Date and Time Pattern: 17.0%；Holiday Effect: 11.4%；Road Segment and Detector Attributes: 5.7%；Weather and Temperature: 5.1%；Construction Impact: 1.8%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-01,12969,17919,24972,553,118.1,12002,0.991319,Historical Traffic Baseline: 64.4%；Date and Time Pattern: 13.0%；Holiday Effect: 9.1%；Road Segment and Detector Attributes: 6.3%；Construction Impact: 3.7%；Weather and Temperature: 3.4%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-02,19907,23590,31639,1677,108.4,11732,0.700292,Historical Traffic Baseline: 63.0%；Road Segment and Detector Attributes: 19.4%；Date and Time Pattern: 8.1%；Holiday Effect: 4.9%；Weather and Temperature: 2.9%；Construction Impact: 1.7%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-03,17888,22157,30794,959,110.0,12906,0.864474,Historical Traffic Baseline: 59.9%；Road Segment and Detector Attributes: 23.0%；Date and Time Pattern: 7.2%；Holiday Effect: 6.0%；Weather and Temperature: 3.0%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-04,13979,16434,21785,457,114.3,7807,0.698613,Historical Traffic Baseline: 58.4%；Road Segment and Detector Attributes: 23.7%；Date and Time Pattern: 9.7%；Holiday Effect: 3.9%；Weather and Temperature: 3.1%；Construction Impact: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-05,14129,16998,21731,1840,106.5,7601,0.509668,Historical Traffic Baseline: 66.7%；Road Segment and Detector Attributes: 16.0%；Date and Time Pattern: 7.5%；Holiday Effect: 7.2%；Weather and Temperature: 1.4%；Construction Impact: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-06,11732,15484,21339,732,112.2,9607,0.894162,Historical Traffic Baseline: 61.6%；Road Segment and Detector Attributes: 13.2%；Holiday Effect: 11.0%；Date and Time Pattern: 10.0%；Weather and Temperature: 3.1%；Construction Impact: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-07,14364,16410,18918,3432,106.7,4554,0.410177,Historical Traffic Baseline: 73.4%；Date and Time Pattern: 8.2%；Road Segment and Detector Attributes: 8.0%；Holiday Effect: 7.0%；Weather and Temperature: 2.3%；Construction Impact: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-08,16288,18382,21182,3670,108.7,4894,0.357375,Historical Traffic Baseline: 74.7%；Road Segment and Detector Attributes: 10.5%；Date and Time Pattern: 6.3%；Holiday Effect: 5.6%；Weather and Temperature: 1.6%；Construction Impact: 1.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-09,18616,21244,25218,3369,107.5,6602,0.369186,Historical Traffic Baseline: 78.4%；Road Segment and Detector Attributes: 12.9%；Holiday Effect: 3.3%；Date and Time Pattern: 3.3%；Weather and Temperature: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-10,16988,21174,26545,1763,109.2,9557,0.521865,Historical Traffic Baseline: 70.1%；Road Segment and Detector Attributes: 14.8%；Date and Time Pattern: 7.8%；Holiday Effect: 4.5%；Weather and Temperature: 1.8%；Construction Impact: 1.0%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-11,13031,15192,19085,569,116.9,6054,0.633591,Historical Traffic Baseline: 59.7%；Road Segment and Detector Attributes: 16.4%；Date and Time Pattern: 12.0%；Holiday Effect: 8.6%；Weather and Temperature: 2.1%；Construction Impact: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-12,13730,15690,17585,3143,108.8,3855,0.341594,Historical Traffic Baseline: 73.1%；Holiday Effect: 11.2%；Date and Time Pattern: 10.6%；Road Segment and Detector Attributes: 2.9%；Construction Impact: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-13,14343,16293,18270,3857,106.4,3926,0.342196,Historical Traffic Baseline: 77.0%；Holiday Effect: 9.5%；Date and Time Pattern: 7.6%；Road Segment and Detector Attributes: 3.1%；Weather and Temperature: 1.5%；Construction Impact: 1.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-14,15777,17833,19968,4102,105.9,4190,0.319362,Historical Traffic Baseline: 82.9%；Date and Time Pattern: 6.0%；Holiday Effect: 5.1%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 1.6%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-15,17857,20359,23185,4326,106.5,5329,0.327894,Historical Traffic Baseline: 82.5%；Road Segment and Detector Attributes: 5.8%；Holiday Effect: 4.9%；Date and Time Pattern: 4.7%；Weather and Temperature: 1.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-16,20058,23183,27175,3712,106.6,7116,0.346633,Historical Traffic Baseline: 81.5%；Road Segment and Detector Attributes: 7.6%；Holiday Effect: 5.5%；Date and Time Pattern: 3.9%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-17,17929,22396,27844,1803,108.7,9915,0.477927,Historical Traffic Baseline: 75.3%；Date and Time Pattern: 9.3%；Road Segment and Detector Attributes: 8.0%；Holiday Effect: 4.1%；Weather and Temperature: 2.6%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-18,13766,16285,20304,524,114.2,6537,0.53904,Historical Traffic Baseline: 71.3%；Date and Time Pattern: 11.7%；Road Segment and Detector Attributes: 8.9%；Holiday Effect: 5.2%；Weather and Temperature: 1.9%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-19,14357,16315,18223,3310,107.7,3867,0.327821,Historical Traffic Baseline: 75.9%；Date and Time Pattern: 9.5%；Holiday Effect: 9.2%；Road Segment and Detector Attributes: 3.4%；Construction Impact: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-20,14898,16812,18669,4015,107.5,3771,0.328384,Historical Traffic Baseline: 80.1%；Holiday Effect: 7.3%；Date and Time Pattern: 6.8%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 1.1%；Construction Impact: 1.0%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-21,16208,18335,20445,4085,105.6,4238,0.318946,Historical Traffic Baseline: 85.5%；Date and Time Pattern: 5.2%；Holiday Effect: 4.4%；Road Segment and Detector Attributes: 3.0%；Weather and Temperature: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-22,18503,21094,23928,4243,103.8,5425,0.318861,Historical Traffic Baseline: 82.8%；Road Segment and Detector Attributes: 5.5%；Holiday Effect: 5.4%；Date and Time Pattern: 4.1%；Weather and Temperature: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-23,20864,23957,28081,3576,106.3,7216,0.335873,Historical Traffic Baseline: 78.0%；Road Segment and Detector Attributes: 8.7%；Holiday Effect: 5.9%；Date and Time Pattern: 5.2%；Weather and Temperature: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-24,19549,24185,30009,1611,110.1,10460,0.464166,Historical Traffic Baseline: 72.1%；Road Segment and Detector Attributes: 11.0%；Date and Time Pattern: 10.7%；Holiday Effect: 4.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-25,14295,16762,20644,406,116.2,6349,0.490972,Historical Traffic Baseline: 70.1%；Road Segment and Detector Attributes: 13.3%；Date and Time Pattern: 9.7%；Holiday Effect: 4.2%；Weather and Temperature: 1.7%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-26,14741,16558,18370,3235,107.1,3629,0.305348,Historical Traffic Baseline: 76.8%；Date and Time Pattern: 9.3%；Holiday Effect: 7.8%；Road Segment and Detector Attributes: 3.7%；Construction Impact: 1.1%；Weather and Temperature: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-27,15321,17125,18951,3944,107.2,3631,0.312163,Historical Traffic Baseline: 81.7%；Date and Time Pattern: 6.3%；Holiday Effect: 5.7%；Road Segment and Detector Attributes: 3.3%；Weather and Temperature: 1.4%；Construction Impact: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-28,16467,18634,20912,4115,103.9,4445,0.32116,Historical Traffic Baseline: 85.2%；Date and Time Pattern: 4.2%；Holiday Effect: 4.2%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 1.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-29,18738,21321,24114,4261,107.3,5377,0.310544,Historical Traffic Baseline: 82.5%；Road Segment and Detector Attributes: 6.1%；Holiday Effect: 5.1%；Date and Time Pattern: 4.2%；Weather and Temperature: 1.0%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-30,21052,24157,28350,3595,106.3,7297,0.334718,Historical Traffic Baseline: 77.0%；Road Segment and Detector Attributes: 9.1%；Holiday Effect: 5.8%；Date and Time Pattern: 5.7%；Weather and Temperature: 1.3%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-01-31,19182,23967,29632,1666,108.4,10450,0.466301,Historical Traffic Baseline: 71.2%；Date and Time Pattern: 11.0%；Road Segment and Detector Attributes: 10.4%；Holiday Effect: 4.5%；Weather and Temperature: 1.9%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-01,15307,17982,21843,416,115.7,6536,0.459801,Historical Traffic Baseline: 73.3%；Road Segment and Detector Attributes: 12.7%；Date and Time Pattern: 8.3%；Holiday Effect: 3.1%；Weather and Temperature: 1.5%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-02,15245,17136,18944,3317,105.9,3699,0.300358,Historical Traffic Baseline: 75.3%；Date and Time Pattern: 9.4%；Holiday Effect: 7.5%；Road Segment and Detector Attributes: 5.2%；Weather and Temperature: 1.6%；Construction Impact: 1.0%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-03,15505,17483,19296,4006,102.5,3791,0.315078,Historical Traffic Baseline: 80.0%；Date and Time Pattern: 6.9%；Holiday Effect: 6.4%；Road Segment and Detector Attributes: 3.6%；Weather and Temperature: 1.9%；Construction Impact: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-04,17163,19356,21476,4212,105.9,4313,0.302717,Historical Traffic Baseline: 85.5%；Date and Time Pattern: 4.7%；Holiday Effect: 3.7%；Road Segment and Detector Attributes: 3.7%；Weather and Temperature: 1.7%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-05,19535,22235,25366,4335,108.0,5831,0.325752,Historical Traffic Baseline: 85.3%；Holiday Effect: 4.7%；Date and Time Pattern: 4.5%；Road Segment and Detector Attributes: 3.5%；Weather and Temperature: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-06,23236,27091,32030,3674,107.7,8794,0.372385,Historical Traffic Baseline: 76.1%；Holiday Effect: 9.0%；Road Segment and Detector Attributes: 6.9%；Date and Time Pattern: 6.2%；Weather and Temperature: 1.1%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-07,21206,26965,33549,1769,109.4,12343,0.521947,Historical Traffic Baseline: 68.9%；Date and Time Pattern: 11.7%；Holiday Effect: 8.6%；Road Segment and Detector Attributes: 7.1%；Weather and Temperature: 2.9%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-08,15781,18453,22407,465,117.6,6626,0.449301,Historical Traffic Baseline: 71.3%；Road Segment and Detector Attributes: 14.0%；Date and Time Pattern: 10.5%；Weather and Temperature: 1.9%；Holiday Effect: 1.8%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-09,15613,17635,19851,3251,110.0,4239,0.314942,Historical Traffic Baseline: 75.1%；Date and Time Pattern: 14.2%；Holiday Effect: 5.2%；Road Segment and Detector Attributes: 3.2%；Weather and Temperature: 1.2%；Construction Impact: 1.2%
A8_Sbg_MQQ245_Sbg_H,A8,Sbg,MQQ245_Sbg_H,2026-02-10,15589,17761,20310,3827,107.7,4722,0.335968,Historical Traffic Baseline: 82.4%；Date and Time Pattern: 7.5%；Holiday Effect: 4.3%；Road Segment and Detector Attributes: 3.2%；Weather and Temperature: 1.4%；Construction Impact: 1.2%
